id,code,nom,dci1,dosage1,unite_dosage1,forme,presentation,ppv,ph,prix_br,princeps_generique,taux_remboursement
772,6118010117466,FONZYLANE,BUFLOMEDIL,300,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,117.1,0,117.1,P,0%
773,6118010000386,LANTUS OPTISET,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE LP,1 BOITE 1 STYLO,152.5,95.3,152.5,P,70%
774,6118001080861,LANTUS OPTISET,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE LP,1 BOITE 1 STYLO,152.5,95.3,152.5,P,70%
775,6118001150823,OKA-CARBOPLATIN,CARBOPLATINE,450,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,1175,900,1175,G,70%
776,6118000240204,BUTOVENT 2 MG,SALBUTAMOL,2,MG,COMPRIME,1 BOITE 50 COMPRIME,21.9,13.7,21.9,G,70%
"777,6118001160396,ROTATEQ,""VACCIN PENTAVALENT CONTRE 5 ROTAVIRUS REASSORTANTS (G1, G3, G4 et P1)"",,NA,SOLUTION BUVABLE,1 TUBE 2 ML,250,165.4,250,P,0%"
778,6118010125805,SUPPOSEDAL NOURRISSON,NIAOULI / GRINDELIA / GELSEMIUM,10/10/5,MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,11,7.3,11,G,0%
779,6118000190752,PERNABOL,CYPROHEPTADINE,4,MG,COMPRIME,1 BOITE 30 COMPRIME,16.8,11.1,16.8,G,0%
780,6118001220236,HIBOR 3500 UI ANTI XA,BEMIPARINE,3500,UI,SOLUTION INJECTABLE,1 BOITE 30 SERINGUE PREREMPLIE,1215,803.7,1215,P,0%
781,6118000150015,ASPRO,ACIDE ACETYLSALICYLIQUE,500,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,16.25,0,16.25,P,70%
782,6118001142576,VOTRIENT 400 MG,PAZOPANIB,400,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,10954,7246,10954,P,0%
783,6118000011743,TRANXENE,CLORAZEPATE,5,MG,GELULE,1 FLACON 30 GELULE,18.399999999999999,11.5,18.399999999999999,P,70%
784,6118001180738,CURACNE,ISOTRETINOINE,5,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE,123,76.599999999999994,123,G,70%
785,6118001100033,IMUSPORIN,CICLOSPORINE,100,MG,CAPSULE MOLLE,1 BOITE 50 CAPSULE MOLLE,1691,1406,1691,G,70%
786,6118000060987,DENORAL ENFANT,BUZEPIDE / CLOCINIZINE,6 / 22.5,MG / MG,SIROP,1 FLACON 150 ML,14.3,9.5,14.3,P,0%
787,6118000012573,DENORAL ENFANT,BUZEPIDE / CLOCINIZINE,6 / 22.5,MG / MG,SIROP,1 FLACON 150 ML,14.3,9.5,14.3,P,0%
788,6118001230242,OXALISIN 5 MG/ML,OXALIPLATINE,100,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 20 ML,1864,1610,1864,G,70%
789,6118000020844,ZANIDIP,LERCANIDIPINE,10,MG,COMPRIME ENROBE SECABLE,1 BOITE 28 COMPRIME,128,80,128,P,70%
790,6118001020539,ATACAND,CANDESARTAN,8,MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME,194.6,121.6,194.6,P,70%
791,6118001030972,EXFORGE HCT 5MG/160MG/25MG,AMLODIPINE / VALSARTAN / HYDROCHLOROTHIAZIDE,5/160/25,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,363.1,240.2,363.1,P,0%
792,6118000090397,HALOPERIDOL PHARMA 5,HALOPERIDOL,2,MG,SOLUTION BUVABLE,1 FLACON 15 ML,13.2,8.1999999999999993,13.2,G,70%
793,6118010118982,OVITRELLE,CHORIOGONADOTROPINE ALPHA,250,ï¿½G/0.5 ML,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,214.7,142,214.7,P,0%
794,6118001260416,OVITRELLE,CHORIOGONADOTROPINE ALPHA,250,ï¿½G/0.5 ML,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,214.7,142,214.7,P,0%
795,6118000180784,ISTACYNE 200 MG,DOXYCYCLINE,200,MG,COMPRIME,1 BOITE 10 COMPRIME,33,21.8,33,G,0%
796,6118001100255,DIFRAREL,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / CAROTENE,100 / 5,MG / MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,36,23.8,36,P,0%
797,6118001150328,TERLOMEXIN,FENTICONAZOLE,200,MG,CAPSULE MOLLE VAGINALE,1 BOITE 3 CAPSULE MOLLE,52,32.4,52,P,70%
798,6118000370024,OTIPAX,PHENAZONE / LIDOCAINE,0.64 / 0.16,G / G,SOLUTION POUR GOUTTE AURICULAIRE,1 FLACON 15 ML,20.2,13.3,20.2,P,0%
799,6118010115929,FLUDARA,FLUDARABINE,10,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME,3606,3301,3606,P,70%
800,6118001251001,FLUDARA,FLUDARABINE,10,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME,3606,3301,3606,P,70%
801,6118001081561,COAPROVEL,IRBESARTAN / HYDROCHLOROTHIAZIDE,300 / 25,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME,134.4,84,134.4,P,70%
802,6118000030522,COLIMYCINE,COLISTINE,1.5,MUI,COMPRIME,1 BOITE 10 COMPRIME,63.6,42.1,63.6,P,0%
803,6118000011774,ULTRA-LEVURE,SACCHAROMYCES BOULARDII,250,MG,GELULE,1 FLACON 10 GELULE,37,24.5,37,P,0%
804,6118001150816,OKA-CARBOPLATIN,CARBOPLATINE,150,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,572,380,572,G,70%
805,6118010000980,SYNNAX,LAMOTRIGINE,25,MG,COMPRIME,1 BOITE 30 COMPRIME,89.8,56,89.8,G,70%
806,6118001150809,GENTALLINE,GENTAMICINE,0.3,%,COLLYRE,1 FLACON 5 ML,25.6,15.9,21.55,P,70%
807,6118010019753,CUSICROM,CROMOGLYCATE DE SODIUM,4,%,COLLYRE,1 FLACON 15 ML,36.700000000000003,0,36.700000000000003,G,0%
808,6118001250233,CUSICROM,CROMOGLYCATE DE SODIUM,4,%,COLLYRE,1 FLACON 15 ML,36.700000000000003,0,36.700000000000003,G,0%
809,6118000040774,TIEMOZYL,TIEMONIUM IODURE / DIPROPHYLLINE,150 / 25,MG / MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,8.15,5.4,8.15,G,70%
810,6118001170234,PLATAMINE,CISPLATINE,10,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,67.7,42.3,51.4,P,70%
811,6118001110377,ALDYZINE,DEXAMETHASONE,0.138,G,SOLUTION DENTAIRE,1 FLACON 13 ML,260,0,260,P,0%
812,6118000130154,ADIZEM,DILTIAZEM,90,MG,GELULE LP,1 BOITE 30 GELULE,104.4,65.3,104.4,G,70%
813,6118001170142,FARMORUBICINE,EPIRUBICINE,50 / 25,MG/ML,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,495,329,325,P,70%
814,6118001182251,TELEBRIX 12 SODIUM,IOXITALAMATE DE SODIUM,52.5,G,SOLUTION INJECTABLE,1 FLACON 250 ML,223.4,147.80000000000001,223.4,P,0%
815,6118000160625,DUPLAMOX,AMOXICILLINE / BROMHEXINE,500 / 8,MG / MG,GELULE,1 BOITE 12 GELULE,68.45,45.3,68.45,P,0%
816,6118000170532,CLARADOL,PARACETAMOL,500,MG,COMPRIME EFFERVESCENT,1 BOITE 16 COMPRIME,17.100000000000001,10.7,15.3,P,70%
817,6118001121144,LOPRIL,CAPTOPRIL,25,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,101.8,63.6,91.8,P,70%
818,6118001120932,MOSCONTIN,MORPHINE,100,MG,COMPRIME LP,1 BOITE 14 COMPRIME,295,195.6,295,P,70%
819,6118010118326,FOLIFER,SULFATE FERREUX / ACIDE FOLIQUE,150 / 0.5,MG / MG,GELULE,1 BOITE 28 GELULE,50,33.1,50,G,0%
820,6118000280361,FOLIFER,SULFATE FERREUX / ACIDE FOLIQUE,150 / 0.5,MG / MG,GELULE,1 BOITE 28 GELULE,50,33.1,50,G,0%
821,6118000010760,HELMINTOX,PYRANTEL,250,MG,COMPRIME PELLICULE SECABLE,1 BOITE 3 COMPRIME,18.899999999999999,12.5,18.899999999999999,P,70%
822,6118000030348,LIDOCAINE 5% LAPROPHAN,LIDOCAINE,5,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 24 ML,26.1,17.3,26.1,G,0%
823,6118000051022,ALZOLE 20 MG,OMEPRAZOLE,20,MG,GELULE,1 FLACON 28 GELULE,96,59.8,96,G,70%
824,6118001080434,LANTUS,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE LP,1 BOITE 5 CARTOUCHE,759,504,759,P,70%
825,6118010126062,NEOCLAV 1 G/125 MG,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 14 SACHET,102,67.5,102,G,0%
826,6118010019623,CICLOVIRAL,ACICLOVIR,800,MG,COMPRIME,1 BOITE 12 COMPRIME,265,165.1,265,G,70%
827,6118000071310,CICLOVIRAL,ACICLOVIR,800,MG,COMPRIME,1 BOITE 12 COMPRIME,265,165.1,265,G,70%
828,6118001140022,ALGINE,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML,34.700000000000003,0,0,P,70%
829,6118001020713,XYLOCAINE 2% ADRENALINE,ADRENALINE / LIDOCAINE,2 / 2,% / %,SOLUTION INJECTABLE,1 BOITE 1 FLACON,17.2,10.7,17.2,P,70%
830,6118000120322,COLTRAX,THIOCOLCHICOSIDE,4,MG,COMPRIME,1 BOITE 12 COMPRIME,49.9,33,49.9,G,0%
831,6118001182510,XENETIX 350,IOBITRIDOL,76.78,G,SOLUTION INJECTABLE,1 FLACON 20 ML,138.80000000000001,91.8,138.80000000000001,P,0%
832,6118001080984,CALCIPARINE,HEPARINE CALCIQUE,12500,UI,SOLUTION INJECTABLE,2 AMPOULE .5 ML,43.8,27.3,43.8,P,70%
833,6118001000289,LEXUS,DOCETAXEL,80,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML,3177,2858,3177,G,70%
322,6118001090228,LEVITRA,VARDENAFIL,20,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,320,211.7,320,P,0%
323,6118010017292,BUSCOPAN,N-BUTYL HYOSCINE,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,23.3,14.5,17.7,P,70%
324,6118000061762,BUSCOPAN,N-BUTYL HYOSCINE,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,23.3,14.5,17.7,P,70%
325,6118000160441,CLAMOXYL,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME,65.400000000000006,40.799999999999997,65.400000000000006,P,70%
326,6118001120116,CALCIUM ALKO,CALCIUM,0.87,%,SOLUTION INJECTABLE,5 AMPOULE 10 ML,58.7,38.799999999999997,58.7,P,70%
327,6118000190080,AZ,AZITHROMYCINE,250,MG,GELULE,1 BOITE 6 GELULE,137.69999999999999,85.8,137.69999999999999,G,70%
328,6118001140176,BACTROBAN,MUPIROCINE,2,%,POMMADE,1 TUBE 15 G,59.75,0,59.75,P,0%
329,6118000280392,SPIBAC 3 MUI,SPIRAMYCINE,3,MUI,COMPRIME PELLICULE,1 BOITE 16 COMPRIME PELLICULE,91,60.2,91,G,0%
330,6118000060260,ROVAMYCINE,SPIRAMYCINE,3,MUI,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,101,63,73.900000000000006,P,70%
331,6118000240693,RANIMAT,RANITIDINE,300,MG,COMPRIME,1 BOITE 14 COMPRIME,59,39,59,G,70%
332,6118000040033,ANALGYL,IBUPROFENE,200,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,17.899999999999999,11.2,17.899999999999999,G,70%
333,6118000071419,HYPRIL,ENALAPRIL / HYDROCHLOROTHIAZIDE,20 / 12.5,MG / MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,71.5,44.7,71.5,G,70%
334,6118010122897,NEOCLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,82,51.1,82,G,70%
335,6118010023446,AMUCHIN 10,CHLOROXYDANT / ELECTROLYTIQUE,0.11 / 1.8,G / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 1 L,49.7,0,49.7,G,0%
336,6118010121180,ERBITUX 5 MG/ML,CETUXIMAB,5,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 100 ML,0,10808,10808,P,0%
337,6118001101962,ERBITUX 5 MG/ML,CETUXIMAB,5,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 100 ML,0,10808,10808,P,0%
338,6118000240945,VERASKIN,ALOE VERA,4,%,GEL,1 TUBE 80 G,39.799999999999997,26.3,39.799999999999997,P,0%
339,6118000280224,ZOVAS,SIMVASTATINE,20,MG,COMPRIME ENROBE SECABLE,1 BOITE 30 COMPRIME PELLICULE,124,77.5,124,G,70%
340,6118010034411,XYLONOR SPRAY,LIDOCAINE / CETRIMIDE,15 / 0.15,% / G/100G,SOLUTION DENTAIRE,1 FLACON 36 G,200,0,200,P,0%
341,6118001110520,XYLONOR SPRAY,LIDOCAINE / CETRIMIDE,15 / 0.15,% / G/100G,SOLUTION DENTAIRE,1 FLACON 36 G,200,0,200,P,0%
342,6118000060857,SURGAM,ACIDE TIAPROFENIQUE,200,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,55.4,34.5,40,P,70%
343,6118000090106,ASTAPH,FLUCLOXACILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,40.299999999999997,25.1,40.299999999999997,G,70%
344,6118010119170,TASIGNA 200MG,NILOTINIB,200,MG,CAPSULE,1 BOITE 112 CAPSULE,0,33717.199999999997,33717.199999999997,P,0%
345,6118001030798,TASIGNA 200MG,NILOTINIB,200,MG,CAPSULE,1 BOITE 112 CAPSULE,0,33717.199999999997,33717.199999999997,P,0%
346,6118000160137,AMOXIL,AMOXICILLINE,500,MG,GELULE,1 BOITE 12 GELULE,47.75,31.6,46.6,P,70%
347,6118000240433,GLYCEMAT,GLICLAZIDE,80,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,26.7,16.7,26.7,G,70%
348,6118000060390,FLAGYL,METRONIDAZOLE,4,%,SUSPENSION BUVABLE,1 FLACON 120 ML,32.9,20.5,24.5,P,70%
349,6118000060048,DAONIL,GLIBENCLAMIDE,5,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME,25.2,15.7,17.100000000000001,P,70%
350,6118000012184,PEVARYL,ECONAZOLE,1,%,CREME,1 TUBE 30 G,50.9,31.7,33.1,P,70%
351,6118000081951,ALER Z,CETIRIZINE,10,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,84,52.3,84,G,70%
352,6118001170555,ARTOTEC,DICLOFENAC / MISOPROSTOL,50 / 0.2,MG / MG,COMPRIME GASTRO-RESISTANT,1 BOITE 30 COMPRIME,95,62.8,95,P,0%
353,6118010023552,ASEPSIL 10,AMPHOLYTE G,10,G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 250 ML,20.6,0,20.6,G,0%
354,6118000220459,CURAM 1G/125MG,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,116,76.7,116,G,0%
355,6118000190929,VITAMINE C,ACIDE ASCORBIQUE (VITAMINE C),1,G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,14.8,9.8000000000000007,14.8,G,0%
356,6118000070085,AMPICILLINE LLORENTE,AMPICILLINE,500,MG,GELULE,1 BOITE 12 GELULE,36.700000000000003,22.9,36.700000000000003,G,70%
357,6118010116292,ICANAL RETARD,NICARDIPINE,40,MG,COMPRIME LP,1 BOITE 30 COMPRIME,140.25,87.7,140.25,G,70%
358,6118000310051,ICANAL RETARD,NICARDIPINE,40,MG,COMPRIME LP,1 BOITE 30 COMPRIME,140.25,87.7,140.25,G,70%
359,6118000021919,NOVEX,ENOXAPARINE,6000,UI ANTI-XA,SOLUTION INJECTABLE,2 SERINGUE .6 ML,152,95,152,G,70%
360,6118000061120,CORDARONE,AMIODARONE,200,MG,COMPRIME SECABLE,1 BOITE 40 COMPRIME,89.7,56.1,89.7,P,70%
361,6118000120834,DESTEC 0.5 MG/ML,DESLORATADINE,2.5,MG,SIROP,1 FLACON 100 ML,36,23.8,36,G,0%
362,6118001121311,SEVREDOL,MORPHINE,10,MG,COMPRIME PELLICULE SECABLE,1 BOITE 14 COMPRIME,35,21.8,35,P,70%
363,6118010115868,IOPIDINE,APRACLONIDINE,1,%,COLLYRE,1 BOITE 2 RECIPIENT,184,0,184,P,70%
364,6118001070329,IOPIDINE,APRACLONIDINE,1,%,COLLYRE,1 BOITE 2 RECIPIENT,184,0,184,P,70%
365,6118000041375,NOCAND 200 MG,FLUCONAZOLE,200,MG,GELULE,1 BOITE 7 GELULE,98,64.8,98,G,0%
366,6118000011125,MYCOSTER,CICLOPIROXOLAMINE,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 30 ML,43.5,27.1,43.5,P,70%
367,6118010025327,LEVEMIR PENF,INSULINE DETEMIR,100,UI,SOLUTION INJECTABLE LP,5 CARTOUCHE 3 ML,906,602,906,P,70%
368,6118001121274,LEVEMIR PENF,INSULINE DETEMIR,100,UI,SOLUTION INJECTABLE LP,5 CARTOUCHE 3 ML,906,602,906,P,70%
369,6118010001031,SYNNAX,LAMOTRIGINE,100,MG,COMPRIME,1 BOITE 60 COMPRIME,370,245,370,G,70%
370,6118001101580,SYNNAX,LAMOTRIGINE,100,MG,COMPRIME,1 BOITE 60 COMPRIME,370,245,370,G,70%
371,6118000160618,DUPLAMOX SANS SUCRE,AMOXICILLINE / BROMHEXINE,250 / 4,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,46.4,30.7,46.4,P,0%
372,6118000160632,DUPLAMOX SANS SUCRE,AMOXICILLINE / BROMHEXINE,250 / 4,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,46.4,30.7,46.4,P,0%
373,6118001200085,MAGNEVIST,GADOPENTETATE DE DIMEGLUMINE / GADOPENTETATE DE MEGLUMINE,469.01 / 0.99,MG / MG,SOLUTION INJECTABLE,1 FLACON 15 ML,897.2,593.5,897.2,P,0%
374,6118010000812,CARDINOR,CARVEDILOL,25,MG,COMPRIME,1 BOITE 60 COMPRIME,180,112.5,180,G,70%
375,6118001101344,CARDINOR,CARVEDILOL,25,MG,COMPRIME,1 BOITE 60 COMPRIME,180,112.5,180,G,70%
376,6118000080381,GENTAMEN 10,GENTAMICINE,10,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,6.7,4.4000000000000004,6.5,P,70%
377,6118001050765,MIRCERA 200 ï¿½G/0.3 ML,EPOETINE BETA,200,ï¿½G,SOLUTION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,0,4410,4410,P,0%
378,6118000130017,OMEGEN,OMEPRAZOLE,20,MG,GELULE,1 BOITE 7 GELULE,26,16.2,26,G,70%
379,6118000011347,PRIMALAN,MEQUITAZINE,1.25,MG,SOLUTION BUVABLE,1 FLACON 120 ML,31.9,19.899999999999999,31.9,P,70%
380,6118010023910,CLARTEC,LORATADINE,0.1,%,SIROP,1 FLACON 120 ML,47,29.3,47,G,70%
381,6118000091387,CLARTEC,LORATADINE,0.1,%,SIROP,1 FLACON 120 ML,47,29.3,47,G,70%
382,6118001120772,SANDIMMUN,CICLOSPORINE,50,MG,CAPSULE MOLLE,1 BOITE 50 CAPSULE,1123,823,1063,P,70%
383,6118000091028,ULCESTOP,CIMETIDINE,400,MG,COMPRIME,1 BOITE 60 COMPRIME,131.6,82,131.6,G,70%
384,6118001070855,CILOXAN,CIPROFLOXACINE,0.3,%,POMMADE OPHTALMIQUE,1 TUBE 3.5 G,60,37.4,60,P,70%
385,6118000050094,KETUM 2.5 %,KETOPROFENE,2.5,%,GEL,1 TUBE 30 G,30.6,20.100000000000001,30.6,P,0%
386,6118001182794,ZERIT,STAVUDINE,30,MG,GELULE,1 BOITE 56 GELULE,2073,1825,2073,P,70%
387,6118000191070,CANDICID,FLUCONAZOLE,50,MG,GELULE,1 BOITE 7 GELULE,130,81,130,G,70%
388,6118010020582,UNIZITRO,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,77,48,77,G,70%
389,6118000071358,UNIZITRO,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,77,48,77,G,70%
390,6118000021261,AURICULARUM,OXYTETRACYCLINE / POLYMYXINE B / NYSTATINE / DEXAMETHASONE,0.09 / 0.1 / 1 / 10,MUI / MUI / MUI / MG,POUDRE AURICULAIRE,1 BOITE 1 FLACON,79,49.2,79,P,70%
391,6118000050254,STODAL,SOUCHE HOMEOPATHIQUE,,NA,SIROP,1 FLACON 200 ML,28,18.5,28,P,0%
392,6118000240068,AZOLE,ALBENDAZOLE,400,MG,COMPRIME ENROBE,1 BOITE 1 COMPRIME,21.3,13.3,21.3,G,70%
393,6118001110476,SEPTANEST ADRENALINEE,ARTICAINE,72,MG,SOLUTION INJECTABLE POUR USAGE DENTAIRE,1 BOITE 50 CARTOUCHE,215,0,215,P,0%
394,6118000031949,RINGER LACTATE LAPROPHAN,CHLORURE DE SODIUM / CHLORURE DE POTASSIUM,600 / 40,MG / MG,SOLUTION POUR PERFUSION,1 FLACON 1 L,44.1,0,44.1,G,0%
395,6118001070893,CARBOSYLANE,CHARBON ACTIVE / DIMETICONE,140 / 45,MG / MG,GELULE,1 BOITE 48 DOSE DE 2 GELULE JUMELEE,74,48.95,74,G,0%
396,6118010035463,CEFAPEROS,CEFATRIZINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,170.1,0,170.1,P,70%
397,6118000020547,PANALGIC,PARACETAMOL / CAFEINE,500 / 50,MG / MG,COMPRIME,1 BOITE 16 COMPRIME,15,9.9,15,G,0%
398,6118001081240,MYTELASE,AMBENONIUM,10,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME,21.7,13.5,21.7,P,70%
399,6118000070986,MIBRAL,AMLODIPINE,10,MG,COMPRIME,1 BOITE 30 COMPRIME,106,66.2,106,G,70%
400,6118001090273,TRASYLOL,APROTININE,0.5,MUI,SOLUTION INJECTABLE,1 FLACON 50 ML,409.5,270.89999999999998,409.5,P,0%
401,6118001170074,DYNASTAT,PARECOXIB,20,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,457,0,457,P,0%
402,6118000081692,ORADEXON ELIXIR,DEXAMETHASONE,0.05,MG,SUSPENSION BUVABLE,1 FLACON 100 ML,16.3,10.199999999999999,16.3,P,70%
403,6118000081388,NIFROZID,NIFUROXAZIDE,4,%,SUSPENSION BUVABLE,1 FLACON 90 ML,19.600000000000001,12.2,19.600000000000001,G,70%
404,6118000091578,SKINOSALIC,BETAMETHASONE / ACIDE SALICYLIQUE,0.05 / 2,% / %,LOTION,1 FLACON 30 G,34.700000000000003,22.9,34.700000000000003,G,0%
405,6118000080367,DALIBOUR,SULFATE DE CUIVRE / SULFATE DE ZINC,0.1 / 0.35,G / G,CREME,1 TUBE 20 G,9.1999999999999993,6.1,9.1999999999999993,P,0%
406,6118010115912,SOMATOSTATINE,SOMATOSTATINE,3,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,3205,2850,3205,P,70%
407,6118001070541,SOMATOSTATINE,SOMATOSTATINE,3,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,3205,2850,3205,P,70%
408,6118010120480,ARANESP 20 ï¿½G,DARBEPOETIN ALFA,20,ï¿½G,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,0,1322.8,1322.8,P,0%
409,6118001210060,ARANESP 20 ï¿½G,DARBEPOETIN ALFA,20,ï¿½G,SOLUTION INJECTABLE,1 BOITE 4 SERINGUE PREREMPLIE,0,1322.8,1322.8,P,0%
410,6118000230175,SEPCEN 250 MG,CIPROFLOXACINE,250,MG,COMPRIME,1 BOITE 10 COMPRIME,118.2,73.7,118.2,G,70%
411,6118000021940,NOVEX,ENOXAPARINE,10000,UI ANTI-XA,SOLUTION INJECTABLE,2 SERINGUE 1 ML,212,132.5,212,G,70%
412,6118000020417,TOBREX,TOBRAMYCINE,0.3,%,COLLYRE,1 FLACON 5 ML,26.4,16.399999999999999,26.4,P,70%
413,6118001182541,ZOLADEX 3.6 MG,GOSERELINE,3.6,MG,IMPLANT INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE,1346,1077,1346,P,70%
414,6118000033189,ASKARDIL 75MG,ACIDE ACETYLSALICYLIQUE,75,MG,COMPRIME DISPERSIBLE,1 BOITE 30 COMPRIME DISPERSIBLE,22.4,14.8,22.4,G,0%
415,6118001080618,ORELOX,CEFPODOXIME,40,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 50 ML,81,50.5,81,P,70%
416,6118000140542,RIABAL ENF,PRIFINIUM,250,MG,SOLUTION BUVABLE,1 FLACON 50 ML,19.899999999999999,13.2,19.899999999999999,P,0%
417,6118000061106,ASPEGIC ENF,ACIDE ACETYLSALICYLIQUE,250,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,21.7,13.5,18.899999999999999,P,70%
418,6118010001895,NEUROCYNESINE,SOUCHE HOMEOPATHIQUE,,NA,COMPRIME,1 BOITE 60 COMPRIME,43.6,28.5,43.6,P,0%
419,6118001181629,LIPANTHYL,FENOFIBRATE,200,MG,GELULE,1 BOITE 30 GELULE,123.6,77,112,P,70%
420,6118001200146,MORPHINE MERAM 1%,MORPHINE,10,MG,SOLUTION INJECTABLE,1 BOITE 100 AMPOULE INJECTABLE,235,0,235,P,70%
421,6118000091684,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 125,G / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 12 SACHET,99,61.7,99,G,70%
422,6118010120282,COVERAM 10MG/5MG,PERINDOPRIL / AMLODIPINE,10 / 5,MG / MG,COMPRIME,1 BOITE 30 COMPRIME,325,215,325,P,0%
423,6118000020776,ALFATIL,CEFACLOR,500,MG,GELULE,1 BOITE 12 GELULE,150,93.5,145,P,70%
424,6118000080404,GENTAMEN 80,GENTAMICINE,80,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,15.9,10.5,12.7,P,70%
425,6118010000379,PRAMIDOL,METOCLOPRAMIDE,0.1,%,SIROP,1 FLACON 125 ML,16.7,10.4,16.7,G,70%
426,6118010121227,AVAMYS 27.5 ï¿½G/PULVERISATION,FUROATE DE FLUTICASONE,0.0275,MG,SUSPENSION POUR PULVERISATION NASALE,1 FLACON 60 PULVERISATIONS,64.400000000000006,42.6,64.400000000000006,P,0%
427,6118001142255,AVAMYS 27.5 ï¿½G/PULVERISATION,FUROATE DE FLUTICASONE,0.0275,MG,SUSPENSION POUR PULVERISATION NASALE,1 FLACON 60 PULVERISATIONS,64.400000000000006,42.6,64.400000000000006,P,0%
